Type,Group,CollectionTemp,RunDate,Label,Index,Time,28,32,40,N2/Ar,O2/Ar,Notes
Standard,15,30,10/27/2022,NA,14947,05:05:16 PM,2.04E-010,9.50E-011,8.33E-012,24.50609,11.40516,
Standard,15,30,10/27/2022,NA,14949,05:05:19 PM,2.04E-010,9.49E-011,8.32E-012,24.50856,11.40627,
Standard,15,30,10/27/2022,NA,14952,05:05:24 PM,2.04E-010,9.49E-011,8.32E-012,24.49205,11.40076,
Sample,15,24,10/27/2022,8_T2_1,15090,05:08:57 PM,2.16E-010,6.70E-011,9.06E-012,23.85577,7.402127,
Sample,15,24,10/27/2022,8_T2_2,15092,05:09:00 PM,2.16E-010,6.70E-011,9.05E-012,23.86463,7.401543,
Sample,15,24,10/27/2022,8_T2_3,15095,05:09:04 PM,2.16E-010,6.70E-011,9.06E-012,23.86211,7.39252,
Sample,15,24,10/27/2022,9_T2_1,15201,05:11:48 PM,2.12E-010,4.80E-011,8.90E-012,23.81812,5.391429,
Sample,15,24,10/27/2022,9_T2_2,15204,05:11:53 PM,2.12E-010,4.79E-011,8.90E-012,23.81927,5.381904,
Sample,15,24,10/27/2022,9_T2_3,15207,05:11:57 PM,2.12E-010,4.78E-011,8.91E-012,23.8095,5.36993,
Sample,15,24,10/27/2022,typhaIN_T2_1,15336,05:15:16 PM,2.17E-010,7.35E-011,9.04E-012,23.98767,8.138852,
Sample,15,24,10/27/2022,typhaIN_T2_2,15339,05:15:21 PM,2.17E-010,7.36E-011,9.03E-012,23.99297,8.144734,
Sample,15,24,10/27/2022,typhaIN_T2_3,15341,05:15:24 PM,2.17E-010,7.36E-011,9.03E-012,23.99231,8.150488,
Standard,16,20,10/27/2022,NA,15438,05:17:54 PM,2.40E-010,1.12E-010,1.02E-011,23.44044,10.9369,
Standard,16,20,10/27/2022,NA,15439,05:17:55 PM,2.40E-010,1.12E-010,1.02E-011,23.46,10.95013,
Standard,16,20,10/27/2022,NA,15442,05:18:00 PM,2.40E-010,1.12E-010,1.02E-011,23.44522,10.96333,
Standard,16,30,10/27/2022,NA,15562,05:21:05 PM,2.02E-010,9.40E-011,8.27E-012,24.47249,11.36659,
Standard,16,30,10/27/2022,NA,15565,05:21:09 PM,2.02E-010,9.39E-011,8.27E-012,24.46683,11.3661,
Standard,16,30,10/27/2022,NA,15567,05:21:13 PM,2.02E-010,9.39E-011,8.26E-012,24.47041,11.36616,
Sample,16,24,10/27/2022,10_T2_1,15698,05:24:35 PM,2.14E-010,6.38E-011,8.95E-012,23.92774,7.130499,
Sample,16,24,10/27/2022,10_T2_2,15702,05:24:41 PM,2.14E-010,6.37E-011,8.95E-012,23.92729,7.120402,
Sample,16,24,10/27/2022,10_T2_3,15704,05:24:44 PM,2.14E-010,6.37E-011,8.95E-012,23.93884,7.117589,
Sample,16,24,10/27/2022,11_T2_1,15782,05:26:44 PM,2.16E-010,6.57E-011,8.99E-012,23.98564,7.307623,
Sample,16,24,10/27/2022,11_T2_2,15785,05:26:49 PM,2.16E-010,6.57E-011,8.99E-012,23.99486,7.312002,
Sample,16,24,10/27/2022,11_T2_3,15787,05:26:52 PM,2.16E-010,6.57E-011,8.99E-012,24.00192,7.314605,
Sample,16,24,10/27/2022,12_T2_1,15901,05:29:48 PM,2.28E-010,4.92E-011,9.24E-012,24.6692,5.31926,
Sample,16,24,10/27/2022,12_T2_2,15906,05:29:56 PM,2.28E-010,4.91E-011,9.24E-012,24.69322,5.311194,
Sample,16,24,10/27/2022,12_T2_3,15908,05:29:59 PM,2.28E-010,4.90E-011,9.24E-012,24.67845,5.304828,
Standard,17,20,10/27/2022,NA,16096,05:34:49 PM,2.38E-010,1.13E-010,1.02E-011,23.41994,11.12598,
Standard,17,20,10/27/2022,NA,16101,05:34:57 PM,2.38E-010,1.13E-010,1.02E-011,23.41951,11.13045,
Standard,17,20,10/27/2022,NA,16106,05:35:04 PM,2.38E-010,1.13E-010,1.02E-011,23.41836,11.13447,
Standard,17,30,10/27/2022,NA,16238,05:38:28 PM,2.01E-010,9.35E-011,8.21E-012,24.48107,11.39299,
Standard,17,30,10/27/2022,NA,16242,05:38:34 PM,2.01E-010,9.35E-011,8.20E-012,24.48385,11.3977,
Standard,17,30,10/27/2022,NA,16246,05:38:40 PM,2.01E-010,9.35E-011,8.20E-012,24.47742,11.39843,
